8.94E-01,,,
8.99E-01,,,
8.99E-01,,,
9.04E-01,,,
8.89E-01,,,
8.89E-01,,,
8.80E-01,,,
8.89E-01,,,
8.89E-01,,,
8.94E-01,,,
8.80E-01,,,
8.94E-01,,,0.889903846
8.99E-01,,,
8.85E-01,,,
8.85E-01,,,
8.99E-01,,,
8.80E-01,,,
8.94E-01,,,0.007958147
8.99E-01,,,
8.85E-01,,,
8.89E-01,,,
8.89E-01,,,
8.89E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.99E-01,,,
8.89E-01,,,
8.99E-01,,,
8.75E-01,,,
8.94E-01,,,
8.80E-01,,,
8.99E-01,,,
8.65E-01,,,
8.99E-01,,,
8.65E-01,,,
8.85E-01,,,
8.94E-01,,,
8.99E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.94E-01,,,
9.04E-01,,,
8.89E-01,,,
8.99E-01,,,
8.89E-01,,,
8.94E-01,,,
8.85E-01,,,
8.70E-01,,,
8.94E-01,,,
8.89E-01,,,
8.85E-01,,,
8.89E-01,,,
8.94E-01,,,
8.85E-01,,,
8.89E-01,,,
9.04E-01,,,
8.99E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.80E-01,,,
8.99E-01,,,
8.85E-01,,,
8.85E-01,,,
8.85E-01,,,
9.04E-01,,,
8.99E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.99E-01,,,
8.80E-01,,,
8.89E-01,,,
8.89E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.94E-01,,,
8.94E-01,,,
8.80E-01,,,
8.75E-01,,,
8.89E-01,,,
8.80E-01,,,
8.99E-01,,,
8.75E-01,,,
8.94E-01,,,
8.94E-01,,,
8.85E-01,,,
8.94E-01,,,
8.85E-01,,,
8.85E-01,,,
8.85E-01,,,
8.85E-01,,,
8.94E-01,,,
8.94E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.89E-01,,,
8.85E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.70E-01,,,
8.70E-01,,,
8.75E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.80E-01,,,
8.70E-01,,,
8.85E-01,,,
8.89E-01,,,
8.80E-01,,,
8.85E-01,,,
8.89E-01,,,
8.80E-01,,,
8.89E-01,,,
8.89E-01,,,
8.94E-01,,,
8.99E-01,,,
8.94E-01,,,
8.80E-01,,,
9.04E-01,,,
8.89E-01,,,
8.94E-01,,,
8.94E-01,,,
8.89E-01,,,
8.99E-01,,,
8.89E-01,,,
8.94E-01,,,
8.85E-01,,,
8.99E-01,,,
8.94E-01,,,
8.99E-01,,,
8.94E-01,,,
8.85E-01,,,
8.89E-01,,,
8.89E-01,,,
8.94E-01,,,
8.89E-01,,,
8.85E-01,,,
8.89E-01,,,
8.85E-01,,,
8.85E-01,,,
8.94E-01,,,
8.75E-01,,,
8.94E-01,,,
8.89E-01,,,
8.89E-01,,,
8.89E-01,,,
8.89E-01,,,
8.89E-01,,,
9.04E-01,,,
8.99E-01,,,
8.89E-01,,,
8.85E-01,,,
8.94E-01,,,
8.94E-01,,,
9.09E-01,,,
8.99E-01,,,
8.99E-01,,,
8.99E-01,,,
8.99E-01,,,
8.89E-01,,,
9.04E-01,,,
8.94E-01,,,
8.89E-01,,,
8.99E-01,,,
8.85E-01,,,
8.80E-01,,,
8.85E-01,,,
8.89E-01,,,
8.85E-01,,,
8.89E-01,,,
8.94E-01,,,
8.75E-01,,,
8.99E-01,,,
8.80E-01,,,
8.89E-01,,,
8.75E-01,,,
8.85E-01,,,
8.99E-01,,,
8.89E-01,,,
8.85E-01,,,
8.70E-01,,,
8.94E-01,,,
8.80E-01,,,
8.80E-01,,,
8.85E-01,,,
9.04E-01,,,
8.89E-01,,,
8.94E-01,,,
8.94E-01,,,
8.89E-01,,,
8.99E-01,,,
8.94E-01,,,
9.09E-01,,,
